HBindex,DecayRate,LogTau,FitX,FitY
1.24782,0.116467,0.933799,,
2.31876,0.13879,0.857641,,
1.56417,0.0733353,1.13469,,
2.8943,0.0920718,1.03587,,
3.29395,0.185915,0.730685,,
10.371,0.238712,0.622126,,
2.75656,0.0837937,1.07679,,
5.75247,0.109509,0.960551,,
6.41429,0.117015,0.93176,,
0.907177,0.111127,0.95418,,
2.18217,0.142537,0.846072,,
1.05544,0.237345,0.624619,,
2.86044,0.0855696,1.06768,,
0.685438,0.0625102,1.20405,,
1.2212,0.0663714,1.17802,,
3.51333,0.0912645,1.0397,,
3.16275,0.176967,0.752108,,
0.15979,0.00990704,2.00406,,
1.59099,0.0526982,1.2782,,
3.21032,0.0830597,1.08061,,
1.32827,0.100215,0.999067,,
7.64973,0.188546,0.724583,,
1.83044,0.108546,0.964386,,
3.01761,0.115524,0.937327,,
0.179654,0.0496844,1.30378,,
1.68881,0.0900675,1.04543,,
19.0648,0.182685,0.738298,,
1.9604,0.16317,0.787359,,
0.996384,0.133296,0.875182,,
1.84428,0.0631058,1.19993,,
1.26029,0.0890055,1.05058,,
3.91755,0.167525,0.775921,,
0.9986,0.104891,0.979264,,
2.18377,0.118176,0.927469,,
0.686251,0.0861738,1.06462,,
1.74295,0.101481,0.993614,,
2.03201,0.0579202,1.23717,,
7.01485,0.163306,0.786999,,
1.40649,0.157137,0.803721,,
0.529265,0.0790194,1.10227,,
0.597911,0.127961,0.892922,,
0.483579,0.112922,0.94722,,
2.30432,0.0776439,1.10989,,
1.51436,0.0726597,1.13871,,
1.9863,0.177179,0.751588,,
6.42451,0.166551,0.778454,,
2.048,0.0948538,1.02295,,
3.00648,0.166155,0.779487,,
4.2553,0.205748,0.686665,,
1.18183,0.142611,0.845847,,
1.99505,0.174837,0.757367,,
5.08365,0.0792925,1.10077,,
1.53232,0.137309,0.862301,,
0.91706,0.0793109,1.10067,,
2.45975,0.182691,0.738282,,
4.02601,0.0280439,1.55216,,
1.20388,0.104082,0.982626,,
5.93138,0.0879442,1.05579,,
0.692801,0.146107,0.835329,,
1.50918,0.194688,0.710662,,
1.19082,0.063997,1.19384,,
1.51758,0.157801,0.801889,,
3.01762,0.030943,1.50944,,
0.299307,0.0412448,1.38463,,
2.73049,0.140556,0.85215,,
0.375535,0.0926367,1.03322,,
3.36235,0.125426,0.901611,,
1.50106,0.160094,0.795624,,
1.38751,0.130242,0.88525,,
0.523071,0.127525,0.894406,,
0.706206,0.149182,0.826285,,
1.10609,0.119859,0.921331,,
3.3122,0.165553,0.781063,,
1.09225,0.123791,0.907312,,
0.712568,0.0852089,1.06952,,
10.4548,0.178729,0.747805,,
15.95,0.143851,0.842088,,
2.27233,0.177373,0.751113,,
2.05783,0.0483779,1.31535,,
0.0645223,0.0524134,1.28056,,
1.59689,0.0582875,1.23442,,
0.382137,0.114947,0.939503,,
0.824686,0.139985,0.853917,,
17.8313,0.214506,0.66856,,
3.17075,0.0561916,1.25033,,
0.336253,0.166318,0.77906,,
2.89219,0.26841,0.571201,,
0.419677,0.116988,0.931857,,
0.664019,0.0951046,1.0218,,
0.532291,0.0650318,1.18687,,
0.459021,0.113821,0.943779,,
1.93161,0.0718911,1.14332,,
2.67436,0.141737,0.848516,,
1.49464,0.107018,0.970541,,
1.39885,0.102444,0.989514,,
6.93187,0.204074,0.690211,,
1.18441,0.0777035,1.10956,,
2.1533,0.154695,0.810523,,
0.523852,0.0444143,1.35248,,
0.845732,0.0862641,1.06417,,
1.27026,0.141368,0.849648,,
4.13375,0.14919,0.82626,,
2.08102,0.0960938,1.0173,,
9.3304,0.141397,0.849559,,
5.49634,0.196213,0.707272,,
0.773089,0.0821588,1.08535,,
1.18227,0.0595169,1.22536,,
1.85513,0.123131,0.909633,,
14.4208,0.144824,0.83916,,
3.5004,0.137175,0.862726,,
0.342621,0.0582565,1.23466,,
3.04758,0.131604,0.880732,,
2.40735,0.134995,0.869683,,
0.288167,0.100022,0.999906,,
24.1975,0.115397,0.937804,,
17.169,0.142118,0.84735,,
1.59995,0.120544,0.918856,,
3.48566,0.0701017,1.15427,,
1.64894,0.148337,0.828752,,
16.3248,0.154028,0.8124,,
0.781607,0.0947022,1.02364,,
3.87298,0.167693,0.775485,,
40.8762,0.115961,0.935686,,
0.890561,0.166944,0.777429,,
2.03347,0.102048,0.991196,,
13.8042,0.193953,0.712303,,
3.44002,0.100539,0.997666,,
3.32985,0.0970014,1.01322,,
1.9014,0.143823,0.842172,,
0.915261,0.151789,0.818759,,
3.19967,0.218355,0.660838,,
2.02744,0.126958,0.89634,,
2.97547,0.146692,0.833595,,
0.489254,0.144214,0.840993,,
0.809139,0.126738,0.897093,,
3.2414,0.144133,0.841238,,
0.986929,0.004,2.39794,,
7.80784,0.248817,0.60412,,
6.44684,0.198173,0.702957,,
4.44657,0.0886379,1.05238,,
0.976139,0.0917772,1.03726,,
5.08282,0.17506,0.756814,,
3.00207,0.102817,0.987933,,
6.50206,0.127511,0.894454,,
46.1741,0.173929,0.759629,,
2.18583,0.0870372,1.0603,,
4.05515,0.13919,0.856392,,
10.6172,0.169905,0.769795,,
0.817648,0.0561241,1.25085,,
2.11216,0.0769714,1.11367,,
0.381213,0.189389,0.722646,,
1.17424,0.161699,0.791294,,
0.772247,0.0459205,1.33799,,
0.91686,0.145763,0.836354,,
7.02092,0.0889816,1.0507,,
1.30557,0.0948249,1.02308,,
1.2565,0.115051,0.939108,,
0.727542,0.101888,0.991878,,
8.4187,0.129285,0.888452,,
0.8769,0.206762,0.684528,,
8.82306,0.0849545,1.07081,,
1.11532,0.0775777,1.11026,,
1.59356,0.1492,0.826233,,
12.6554,0.169223,0.77154,,
3.59864,0.139541,0.855299,,
1.18387,0.161035,0.793079,,
4.00777,0.131312,0.881694,,
3.43217,0.11619,0.934831,,
9.3323,0.166027,0.779821,,
1.36174,0.105895,0.975125,,
1.03179,0.213103,0.67141,,
2.30051,0.147051,0.832531,,
2.65487,0.129018,0.88935,,
3.14953,0.0703802,1.15255,,
1.74808,0.180077,0.744542,,
4.3585,0.154591,0.810814,,
2.74046,0.160733,0.793896,,
1.67067,0.116041,0.935389,,
5.8927,0.142428,0.846403,,
0.692289,0.0798127,1.09793,,
4.64304,0.118598,0.925924,,
35.9869,0.207688,0.682588,,
3.19395,0.195709,0.70839,,
0.600894,0.135222,0.868952,,
1.81649,0.141269,0.849954,,
5.67845,0.266105,0.574947,,
0.841454,0.0682352,1.16599,,
0.890481,0.0616794,1.20986,,
1.44891,0.163757,0.785801,,
2.88262,0.0910829,1.04056,,
1.19483,0.170716,0.767727,,
0.527986,0.0755561,1.12173,,
0.87608,0.113461,0.945153,,
1.56088,0.0927387,1.03274,,
6.22068,0.258881,0.5869,,
5.10217,0.174326,0.758639,,
0.548544,0.077504,1.11068,,
3.9824,0.101398,0.993969,,
6.20368,0.113164,0.946291,,
1.11991,0.140133,0.853459,,
5.30547,0.220741,0.656117,,
1.10448,0.0673852,1.17144,,
21.5123,0.147216,0.832046,,
12.4075,0.175841,0.754879,,
3.57345,0.160841,0.793604,,
1.73865,0.0692514,1.15957,,
3.88043,0.20805,0.681832,,
0.773721,0.0415663,1.38126,,
1.76553,0.185148,0.732481,,
4.48873,0.128875,0.88983,,
1.88318,0.072795,1.1379,,
5.79834,0.141889,0.84805,,
0.437311,0.071397,1.14632,,
1.50003,0.0745124,1.12777,,
4.73444,0.128667,0.890534,,
4.24835,0.140776,0.851472,,
0.406897,0.0828327,1.0818,,
1.71806,0.0420594,1.37614,,
8.5075,0.0996739,1.00142,,
0.481175,0.11903,0.924342,,
0.485738,0.14018,0.853315,,
2.06222,0.133762,0.873667,,
1.4784,0.0874,1.05849,,
1.26242,0.164737,0.783209,,
1.31606,0.0363412,1.4396,,
2.31578,0.223355,0.651004,,
1.36296,0.0939207,1.02724,,
4.93157,0.158146,0.800943,,
0.609713,0.072742,1.13821,,
1.38364,0.0802892,1.09534,,
0.776612,0.167131,0.776943,,
0.658653,0.119189,0.923765,,
1.07375,0.0590535,1.22875,,
5.48988,0.182137,0.739602,,
3.52986,0.0368469,1.4336,,
0.636062,0.038982,1.40914,,
1.66598,0.10183,0.992125,,
2.13306,0.106612,0.972194,,
4.06225,0.101315,0.994327,,
2.25514,0.21692,0.6637,,
1.33255,0.139584,0.855164,,
22.5212,0.15784,0.801784,,
1.41394,0.0149596,1.82508,,
1.86883,0.004,2.39794,,
1.39874,0.119725,0.921815,,
1.00089,0.0609326,1.21515,,
1.56316,0.185171,0.732426,,
0.459095,0.0430117,1.36641,,
2.86605,0.192218,0.716205,,
0.386003,0.213352,0.670903,,
1.54135,0.121236,0.91637,,
6.43353,0.123678,0.907707,,
1.37942,0.0748096,1.12604,,
2.34747,0.0461517,1.33581,,
0.551037,0.0597798,1.22345,,
0.860659,0.0723486,1.14057,,
9.57301,0.144066,0.841438,,
2.44681,0.146368,0.834553,,
6.51418,0.135397,0.86839,,
2.95098,0.0699198,1.1554,,
12.0045,0.108273,0.96548,,
4.03914,0.106714,0.971779,,
1.44017,0.190991,0.718986,,
2.16221,0.142515,0.84614,,
0.450533,0.040773,1.38963,,
0.186491,0.0704309,1.15224,,
0.995326,0.150232,0.823237,,
13.9202,0.146876,0.833048,,
1.87762,0.0485309,1.31398,,
0.606411,0.161851,0.790886,,
4.69287,0.115737,0.93653,,
0.369617,0.004,2.39794,,
1.12184,0.0242186,1.61585,,
15.0551,0.145055,0.838468,,
13.6886,0.117154,0.931244,,
1.59106,0.0350809,1.45493,,
0.346389,0.0374308,1.42677,,
1.37736,0.168203,0.774166,,
3.05819,0.122839,0.910665,,
5.7319,0.155469,0.808356,,
6.18524,0.177996,0.74959,,
2.11825,0.141623,0.848866,,
0.963773,0.0759772,1.11932,,
3.20936,0.133647,0.87404,,
1.0113,0.169598,0.770579,,
0.731973,0.0849201,1.07099,,
1.47893,0.17657,0.753084,,
2.3767,0.0937072,1.02823,,
18.4908,0.121663,0.914842,,
3.05446,0.0904313,1.04368,,
1.0952,0.0502343,1.299,,
1.00668,0.103863,0.983541,,
1.47685,0.0947101,1.0236,,
3.14253,0.12772,0.893741,,
1.58893,0.144032,0.84154,,
0.605941,0.0350843,1.45489,,
4.32979,0.140905,0.851074,,
3.65823,0.00602799,2.21983,,
2.29783,0.0955417,1.01981,,
1.67867,0.145789,0.836274,,
6.89821,0.15451,0.811042,,
2.2265,0.0380305,1.41987,,
6.28432,0.145179,0.838097,,
0.487531,0.124398,0.905188,,
1.91451,0.149334,0.825842,,
2.16178,0.117163,0.931211,,
7.85977,0.167667,0.775552,,
2.8647,0.0625943,1.20347,,
8.13664,0.150813,0.821561,,
2.28192,0.0651071,1.18637,,
1.9412,0.186904,0.728382,,
0.448617,0.0150976,1.82109,,
0.438778,0.112543,0.948682,,
4.04787,0.0932764,1.03023,,
1.3202,0.125779,0.90039,,
1.70876,0.0631465,1.19965,,
27.8034,0.196331,0.70701,,
1.86371,0.192361,0.715882,,
30.7446,0.135472,0.86815,,
0.292739,0.0238101,1.62324,,
5.76843,0.0625621,1.20369,,
3.97576,0.138597,0.858245,,
9.60669,0.131318,0.881677,,
2.22444,0.142773,0.845354,,
0.265601,0.004,2.39794,,
0.589952,0.126538,0.897779,,
7.59467,0.161726,0.791221,,
0.967706,0.0564244,1.24853,,
0.94457,0.126279,0.898667,,
4.21852,0.177558,0.750661,,
3.28212,0.183616,0.736089,,
5.87909,0.17007,0.769372,,
0.508541,0.0768855,1.11416,,
4.97729,0.108388,0.965018,,
1.19573,0.121712,0.914667,,
0.253086,0.0256259,1.59132,,
0.289328,0.0224926,1.64796,,
0.970404,0.0546511,1.2624,,
11.8414,0.125976,0.899711,,
0.825343,0.166309,0.779084,,
3.55869,0.185423,0.731837,,
10.1681,0.122004,0.913625,,
1.74701,0.0665842,1.17663,,
3.684,0.166114,0.779594,,
7.12762,0.143378,0.843517,,
3.78421,0.103647,0.984442,,
0.575454,0.118478,0.926363,,
2.4922,0.0300809,1.52171,,
0.324476,0.1182,0.927383,,
5.49337,0.0870075,1.06044,,
2.28681,0.138681,0.857984,,
1.41737,0.170369,0.768609,,
2.99259,0.155383,0.808596,,
3.33008,0.0503204,1.29826,,
0.531778,0.0672366,1.17239,,
3.57836,0.0668457,1.17493,,
5.19649,0.0892468,1.04941,,
0.724362,0.0812629,1.09011,,
0.674567,0.0731908,1.13554,,
1.15032,0.221947,0.65375,,
1.35534,0.135125,0.869264,,
0.864961,0.138858,0.857429,,
1.23138,0.155632,0.807901,,
0.591464,0.0882537,1.05427,,
1.73563,0.108368,0.965101,,
2.60159,0.119517,0.922572,,
0.86672,0.127926,0.893043,,
14.3708,0.0992975,1.00306,,
0.612497,0.14957,0.825157,,
1.37912,0.100623,0.997301,,
3.78752,0.0514369,1.28873,,
0.519905,0.0953662,1.02061,,
0.279472,0.0573427,1.24152,,
0.36944,0.0556032,1.2549,,
0.536325,0.123425,0.908596,,
0.911044,0.0690578,1.16079,,
0.351854,0.117279,0.930779,,
1.01825,0.0454157,1.34279,,
1.54911,0.141711,0.848596,,
1.14992,0.0729833,1.13678,,
0.28182,0.0702857,1.15313,,
0.524924,0.089426,1.04854,,
2.46385,0.0801703,1.09599,,
0.851752,0.144178,0.8411,,
0.203018,0.004,2.39794,,
3.30752,0.0996151,1.00167,,
1.27751,0.0589302,1.22966,,
2.58841,0.176167,0.754075,,
0.200718,0.0717884,1.14395,,
3.19734,0.137847,0.860602,,
1.98326,0.157346,0.803146,,
3.09582,0.10008,0.999653,,
5.72237,0.105183,0.978054,,
10.5001,0.227981,0.642102,,
1.27212,0.0824243,1.08394,,
0.196847,0.0823133,1.08453,,
5.00261,0.148786,0.827438,,
1.75966,0.122056,0.91344,,
1.01055,0.207448,0.68309,,
1.98577,0.0609316,1.21516,,
6.99903,0.16742,0.776193,,
2.90116,0.124799,0.903789,,
5.73302,0.175475,0.755785,,
0.315062,0.0527777,1.27755,,
6.69936,0.106774,0.971536,,
2.21346,0.138417,0.858811,,
3.75625,0.128327,0.891682,,
1.23935,0.061975,1.20778,,
1.24356,0.136665,0.864343,,
4.1968,0.198852,0.70147,,
2.36588,0.0789024,1.10291,,
2.71342,0.100683,0.997045,,
1.21277,0.2253,0.64724,,
0.741231,0.159859,0.796263,,
4.42878,0.204202,0.68994,,
1.21058,0.17225,0.76384,,
3.38598,0.141504,0.84923,,
3.49768,0.0151851,1.81858,,
1.75336,0.0888581,1.0513,,
3.86452,0.0497478,1.30323,,
18.0237,0.163091,0.78757,,
12.8956,0.160106,0.795593,,
3.19835,0.153248,0.814604,,
1.28026,0.0284668,1.54566,,
1.03401,0.111487,0.952777,,
4.73693,0.159725,0.796628,,
3.33464,0.126375,0.898338,,
2.6426,0.140968,0.850879,,
0.674746,0.004,2.39794,,
0.88312,0.00647725,2.18861,,
1.68269,0.12331,0.909002,,
2.12538,0.132296,0.878454,,
10.9699,0.0881065,1.05499,,
1.06322,0.0808383,1.09238,,
0.180544,0.0626756,1.2029,,
36.2784,0.167033,0.777197,,
3.24105,0.144368,0.840529,,
0.369257,0.0780306,1.10773,,
8.60999,0.148339,0.828746,,
2.96376,0.20677,0.684513,,
3.49277,0.136728,0.864142,,
2.16005,0.0573062,1.2418,,
0.353542,0.0693247,1.15911,,
0.53144,0.172487,0.763243,,
1.57599,0.0935783,1.02882,,
0.889106,0.156809,0.804628,,
1.8716,0.0675204,1.17057,,
5.10534,0.165633,0.780853,,
2.41341,0.147961,0.829853,,
4.43892,0.122531,0.911753,,
1.11685,0.185948,0.730608,,
2.70705,0.0865521,1.06272,,
0.544949,0.0869948,1.06051,,
1.00144,0.172342,0.763609,,
6.933,0.149593,0.82509,,
3.10593,0.226271,0.645371,,
5.20681,0.147598,0.830919,,
0.534649,0.0991164,1.00385,,
3.11506,0.192742,0.715024,,
2.67667,0.136544,0.864727,,
3.12555,0.0969128,1.01362,,
0.993732,0.0858518,1.06625,,
2.10709,0.122309,0.91254,,
1.29845,0.0450279,1.34652,,
1.58798,0.182033,0.73985,,
2.1913,0.0945739,1.02423,,
2.81829,0.136619,0.864489,,
2.59577,0.0985786,1.00622,,
0.56625,0.0419768,1.37699,,
4.83118,0.208671,0.680537,,
1.9139,0.0470294,1.32763,,
0.291908,0.0577414,1.23851,,
4.86498,0.191432,0.717985,,
6.4213,0.0661954,1.17917,,
10.084,0.147568,0.831006,,
9.91016,0.233487,0.631738,,
12.6189,0.189694,0.721946,,
0.215451,0.0281543,1.55045,,
8.47609,0.165364,0.78156,,
0.624067,0.0780756,1.10748,,
2.85273,0.142117,0.847354,,
2.21866,0.119075,0.92418,,
1.69906,0.0974836,1.01107,,
1.74362,0.0399403,1.39859,,
1.06873,0.0468838,1.32898,,
1.54163,0.144169,0.841128,,
0.193359,0.102695,0.98845,,
0.937214,0.0770714,1.11311,,
5.16739,0.15993,0.796071,,
2.14566,0.155582,0.80804,,
0.781755,0.139394,0.855757,,
11.6925,0.139696,0.854816,,
0.564259,0.0952502,1.02113,,
1.03971,0.0820579,1.08588,,
0.544972,0.116933,0.932061,,
0.785329,0.0401439,1.39638,,
1.21142,0.0560013,1.2518,,
3.39093,0.121681,0.914776,,
1.01596,0.0729195,1.13716,,
2.8799,0.162298,0.789686,,
5.07395,0.13644,0.865059,,
0.509365,0.128478,0.891173,,
4.50829,0.0902621,1.04449,,
3.79605,0.0600298,1.22163,,
22.5635,0.171728,0.76516,,
1.18008,0.0909538,1.04118,,
0.555231,0.0774525,1.11096,,
6.00743,0.121568,0.91518,,
2.29318,0.0927336,1.03276,,
0.925997,0.0951159,1.02175,,
0.821082,0.0700519,1.15458,,
0.75713,0.112931,0.947185,,
1.28134,0.036384,1.43909,,
1.61949,0.162286,0.789718,,
3.23174,0.100584,0.99747,,
1.65912,0.127512,0.89445,,
2.32144,0.184392,0.734258,,
1.27366,0.122382,0.912282,,
0.769002,0.0708963,1.14938,,
0.575859,0.0999622,1.00016,,
1.06467,0.0308456,1.51081,,
1.11371,0.0557038,1.25412,,
5.93149,0.165869,0.780235,,
0.851598,0.0925233,1.03375,,
0.396733,0.0873809,1.05858,,
3.28097,0.0387735,1.41146,,
1.032,0.0977945,1.00969,,
7.63597,0.0844952,1.07317,,
1.54602,0.211915,0.673839,,
4.91583,0.22104,0.655529,,
0.954979,0.08344,1.07863,,
2.40732,0.0747938,1.12613,,
10.3824,0.148527,0.828193,,
1.87779,0.064832,1.18821,,
5.50826,0.125197,0.902405,,
7.55146,0.128262,0.891901,,
0.877814,0.0322035,1.4921,,
1.65044,0.13645,0.865026,,
5.15329,0.142461,0.846304,,
1.13512,0.131387,0.881448,,
0.405651,0.12704,0.896061,,
7.4611,0.10516,0.97815,,
6.04583,0.126024,0.899545,,
0.920297,0.117522,0.929879,,
0.890478,0.0882842,1.05412,,
0.832232,0.154325,0.811564,,
12.2818,0.141532,0.849147,,
1.58956,0.119473,0.92273,,
0.669241,0.132193,0.878793,,
5.05536,0.143416,0.843402,,
1.1579,0.104129,0.982428,,
0.649922,0.115906,0.935895,,
0.895701,0.0859317,1.06585,,
2.76021,0.112347,0.949438,,
2.64557,0.0907811,1.042,,
7.19464,0.0958147,1.01857,,
0.364717,0.211926,0.673815,,
1.05125,0.0542505,1.2656,,
0.449913,0.037991,1.42032,,
0.924862,0.148243,0.829026,,
2.0236,0.114174,0.942431,,
4.99161,0.145697,0.836549,,
2.21948,0.0807686,1.09276,,
1.44382,0.0803431,1.09505,,
1.91462,0.15479,0.810256,,
6.44836,0.0381046,1.41902,,
0.116881,0.0907236,1.04228,,
1.86601,0.135895,0.866797,,
0.519205,0.115902,0.935909,,
1.27824,0.124374,0.905269,,
1.54412,0.134772,0.870401,,
5.08477,0.148846,0.827262,,
0.720545,0.144646,0.839694,,
2.85001,0.177546,0.75069,,
1.9809,0.11568,0.936742,,
1.01632,0.0977187,1.01002,,
1.05504,0.0570652,1.24363,,
1.05842,0.0447382,1.34932,,
0.2805,0.178031,0.749505,,
1.2475,0.0630945,1.20001,,
0.779096,0.136719,0.864171,,
1.31566,0.103375,0.985586,,
0.436543,0.144226,0.840955,,
1.88148,0.161679,0.791346,,
2.10061,0.164827,0.782972,,
0.253222,0.004,2.39794,,
0.406449,0.0849052,1.07107,,
8.24937,0.21342,0.670764,,
0.128364,0.0920145,1.03614,,
1.19799,0.0495407,1.30504,,
1.73868,0.131298,0.881742,,
0.710896,0.107369,0.96912,,
9.04432,0.0828215,1.08186,,
1.00651,0.179629,0.745623,,
2.71102,0.153963,0.812584,,
1.34483,0.115689,0.936707,,
1.3102,0.0560104,1.25173,,
2.10725,0.181742,0.740545,,
0.544108,0.0959223,1.01808,,
4.54769,0.153501,0.81389,,
3.30239,0.15491,0.809921,,
3.91688,0.151843,0.818606,,
0.358085,0.0753856,1.12271,,
0.983236,0.0571739,1.2428,,
8.42087,0.139973,0.853955,,
2.62807,0.100827,0.996421,,
0.903244,0.051823,1.28548,,
2.83829,0.121717,0.91465,,
0.215951,0.0320434,1.49426,,
2.52321,0.195711,0.708386,,
4.393,0.0700899,1.15434,,
1.70109,0.0895886,1.04775,,
2.34676,0.149964,0.824013,,
3.39517,0.145664,0.836648,,
1.10745,0.117908,0.928457,,
0.332682,0.104158,0.982307,,
9.75726,0.192047,0.716594,,
14.7049,0.124388,0.905221,,
2.22504,0.134435,0.871489,,
2.1188,0.135897,0.86679,,
3.57036,0.105643,0.976161,,
1.26865,0.0617594,1.2093,,
0.529087,0.0494594,1.30575,,
0.917865,0.0351438,1.45415,,
1.44091,0.13479,0.870341,,
4.566,0.257414,0.589368,,
5.86428,0.126683,0.897283,,
0.567526,0.103803,0.98379,,
4.23298,0.133097,0.875831,,
5.73186,0.112236,0.949869,,
11.7874,0.0807698,1.09275,,
4.30009,0.0533257,1.27306,,
0.923843,0.121413,0.915735,,
1.63081,0.0674935,1.17074,,
22.8282,0.123113,0.909696,,
2.76753,0.18673,0.728786,,
13.4434,0.157486,0.802758,,
0.186714,0.044446,1.35217,,
1.07489,0.0816793,1.08789,,
3.41801,0.195115,0.709708,,
2.17331,0.0902722,1.04445,,
4.34025,0.142603,0.845873,,
2.30119,0.0877897,1.05656,,
0.52966,0.0821534,1.08537,,
1.76879,0.125874,0.900066,,
8.7621,0.160371,0.794875,,
1.25689,0.0509855,1.29255,,
0.116846,0.004,2.39794,,
0.665497,0.059122,1.22825,,
3.29712,0.0708278,1.1498,,
0.76615,0.145024,0.838559,,
4.62851,0.175444,0.755861,,
9.93233,0.145812,0.836205,,
2.30079,0.00748459,2.12583,,
6.28936,0.146405,0.834444,,
1.46493,0.166163,0.779465,,
1.90648,0.0761148,1.11853,,
5.1072,0.110169,0.957942,,
0.121047,0.0850368,1.07039,,
3.46616,0.114171,0.942445,,
2.58012,0.0953987,1.02046,,
2.36011,0.177018,0.751981,,
2.3453,0.139446,0.855595,,
4.3768,0.0866815,1.06207,,
0.468171,0.0970687,1.01292,,
0.885156,0.16159,0.791587,,
7.97661,0.147946,0.829897,,
5.2261,0.163131,0.787462,,
0.494622,0.0744712,1.12801,,
1.32985,0.106517,0.972582,,
10.482,0.187541,0.726904,,
1.59855,0.116989,0.931854,,
5.53913,0.20729,0.683421,,
1.25893,0.104211,0.982087,,
1.39869,0.0423993,1.37264,,
4.41235,0.164613,0.783537,,
2.80775,0.0837768,1.07688,,
0.877311,0.139687,0.854844,,
4.10129,0.125374,0.901792,,
3.82079,0.0824253,1.08394,,
1.82379,0.1403,0.852944,,
8.08562,0.157401,0.802991,,
0.909029,0.201693,0.69531,,
1.21129,0.0684547,1.1646,,
3.3494,0.117537,0.929825,,
3.2944,0.0810942,1.09101,,
1.08107,0.124706,0.904114,,
1.19629,0.0884416,1.05334,,
1.8899,0.0334437,1.47569,,
1.42414,0.122708,0.911125,,
1.13954,0.120248,0.919922,,
5.88852,0.120631,0.918539,,
26.5214,0.100558,0.997585,,
1.40851,0.137666,0.861173,,
0.901276,0.111229,0.953783,,
1.81738,0.165434,0.781374,,
1.17784,0.132761,0.87693,,
6.33373,0.112598,0.948468,,
0.631783,0.140623,0.851945,,
1.23726,0.0856765,1.06714,,
2.71567,0.137771,0.860844,,
1.40197,0.0641583,1.19275,,
5.41027,0.0750294,1.12477,,
3.15655,0.181988,0.739957,,
4.06313,0.1999,0.699187,,
4.80508,0.121304,0.916123,,
2.44648,0.230158,0.637973,,
4.61751,0.222731,0.652219,,
1.65935,0.0677275,1.16924,,
21.6954,0.155283,0.808876,,
1.57942,0.0933176,1.03004,,
0.332893,0.0803765,1.09487,,
2.02185,0.163999,0.785159,,
2.2495,0.144606,0.839814,,
0.870104,0.0320678,1.49393,,
6.61085,0.115635,0.93691,,
0.306148,0.118428,0.926547,,
2.11956,0.11015,0.958016,,
4.11861,0.0616577,1.21001,,
0.0714909,0.0422852,1.37381,,
0.938976,0.177672,0.750381,,
5.673,0.19591,0.707943,,
1.57794,0.142277,0.846865,,
0.202778,0.0177931,1.74975,,
2.94585,0.193777,0.712698,,
4.89778,0.20947,0.678878,,
13.5713,0.259056,0.586606,,
1.49891,0.0975042,1.01098,,
4.71109,0.0984892,1.00661,,
3.8656,0.0911512,1.04024,,
2.82415,0.125564,0.901135,,
1.62273,0.0281821,1.55003,,
2.94173,0.16085,0.793578,,
14.9189,0.172196,0.763978,,
2.55171,0.127874,0.893218,,
2.71241,0.163378,0.786807,,
0.462855,0.113667,0.944366,,
6.56136,0.0584756,1.23303,,
2.8335,0.10733,0.969278,,
0.305483,0.0227926,1.64221,,
0.401193,0.0956517,1.01931,,
0.268988,0.0618322,1.20879,,
0.357714,0.0783642,1.10588,,
3.78463,0.141488,0.84928,,
6.28095,0.126359,0.898395,,
2.00646,0.108895,0.962991,,
2.41125,0.16827,0.773994,,
2.09191,0.12814,0.892315,,
4.10518,0.154303,0.811626,,
0.227779,0.0336312,1.47326,,
8.11756,0.200359,0.69819,,
0.352571,0.0356842,1.44752,,
1.40911,0.0898123,1.04666,,
1.93921,0.145471,0.837222,,
3.88243,0.108035,0.966435,,
5.33089,0.145807,0.836221,,
5.20306,0.213713,0.670169,,
3.98349,0.12026,0.91988,,
7.52845,0.221596,0.654439,,
1.73991,0.0532635,1.27357,,
1.23972,0.158455,0.800094,,
3.86588,0.118585,0.92597,,
0.525893,0.138107,0.859785,,
0.349239,0.0836084,1.07775,,
8.8763,0.146919,0.832921,,
8.43785,0.183767,0.735732,,
2.33109,0.147577,0.830982,,
2.41445,0.190594,0.71989,,
3.97482,0.127678,0.893884,,
1.93876,0.194966,0.71004,,
1.24103,0.10654,0.972488,,
0.372901,0.08935,1.04891,,
0.766528,0.173828,0.759879,,
3.01096,0.156218,0.806268,,
36.8465,0.186258,0.729886,,
11.3619,0.121954,0.913803,,
0.389692,0.120979,0.917289,,
5.68687,0.17285,0.76233,,
10.349,0.111754,0.951738,,
12.4534,0.168679,0.772938,,
3.1396,0.116994,0.931835,,
1.69244,0.0359036,1.44486,,
2.77231,0.21806,0.661424,,
1.22463,0.133287,0.875211,,
0.494875,0.0626259,1.20325,,
0.539004,0.137776,0.860825,,
4.26526,0.126491,0.897939,,
2.00422,0.0671785,1.17277,,
3.26914,0.203652,0.691111,,
4.94411,0.129128,0.888981,,
1.97764,0.0489103,1.3106,,
1.33407,0.0707384,1.15034,,
0.700667,0.133536,0.874403,,
1.39856,0.107134,0.970073,,
0.572865,0.10662,0.972161,,
5.88388,0.115503,0.937408,,
1.58439,0.108256,0.965548,,
0.722369,0.0857859,1.06658,,
0.927252,0.101023,0.995578,,
0.969335,0.095805,1.01861,,
4.46001,0.170949,0.767132,,
5.88371,0.110259,0.957585,,
0.819654,0.078402,1.10567,,
0.87219,0.0784619,1.10534,,
0.36809,0.11397,0.943208,,
1.1597,0.0759475,1.11949,,
3.04138,0.10204,0.991228,,
