Bin01,Bin02,Bin03,Bin04,Bin05,Bin06,Bin07,Bin08,Bin09,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18
16.5364,18.2546,7.43984,13.7737,8.69249,7.37819,16.6777,4.33548,4.69597,2.39273,3.10294,2.84085,4.1689,4.96284,2.52333,2.06033,1.59018,1.30334
10.649,11.2263,8.30997,6.34807,15.5002,8.0649,3.97654,7.21871,8.89854,8.42164,4.91622,3.83873,1.60452,2.9425,1.20803,1.72166,1.37685,2.03826
7.09642,4.85669,18.2281,5.43392,6.86575,5.23271,13.6663,8.69306,7.90331,6.06246,2.0658,3.99067,6.41172,1.37618,4.34981,0.621239,1.01367,1.11987
15.6871,7.23866,8.33945,11.6161,7.13985,13.8769,4.01171,5.19157,6.84706,5.44406,5.04309,5.12031,4.09976,2.09583,2.13222,2.10311,2.04067,3.14327
8.86454,12.3731,4.79122,8.0094,6.08589,3.6603,11.6349,3.67046,6.10055,5.27342,3.878,5.57276,1.59712,6.45488,3.07122,3.11297,2.90475,2.46418
13.5763,6.3216,12.9437,10.5439,4.11782,4.48785,4.95424,1.80582,2.41738,4.7694,6.10819,4.65876,2.76799,2.6836,9.56374,2.27754,2.01573,2.36309
5.26786,10.6712,8.63165,6.17193,6.91388,5.60427,6.39139,2.00443,4.97985,3.54678,2.39991,5.03439,2.9621,5.2171,2.97305,2.86217,1.78152,1.62343
7.58379,6.83109,6.86942,3.7894,5.8278,3.53148,6.2809,4.14421,8.41864,3.69486,6.23016,3.07346,2.21672,3.51033,2.52417,1.48526,2.52134,4.32624
6.2233,24.3396,6.99739,7.54545,8.1153,10.1456,8.30114,4.06645,4.65423,4.4855,3.30556,3.42806,3.31717,2.16758,1.94956,2.35399,3.82333,2.7108
8.44319,9.38457,11.8857,10.011,4.91313,3.70864,3.66043,3.2723,4.54699,2.12941,3.5566,1.80639,4.458,0.761871,9.18999,1.47185,0.505887,1.72356
5.99862,8.09757,6.95823,4.62846,4.37142,7.41588,8.95174,3.77485,5.96764,5.65125,8.47603,2.60878,3.52904,2.64196,2.37898,2.56963,2.911,1.74389
13.675,5.06461,9.82123,7.71984,8.75378,2.36727,4.14368,4.60473,2.12887,3.47864,1.67907,5.32573,2.6937,1.88387,3.3274,1.66826,1.86336,1.27913
18.9679,16.2829,15.4499,9.7548,5.97134,4.94586,7.37892,3.32207,4.88421,2.74138,6.34923,2.8383,3.53179,5.63662,2.24913,2.34645,2.51886,1.05599
6.07656,8.06689,11.4008,3.8124,6.50027,5.57451,3.41415,,4.27013,6.51775,7.27711,2.06539,2.56758,2.87885,2.91038,4.56764,2.6486,2.81161
6.19989,8.15917,5.64026,10.1128,6.01279,7.57355,3.56305,,2.61335,2.02609,3.22862,2.96567,4.54074,3.82888,2.61627,2.02769,2.48242,2.18726
15.8942,13.7622,10.2122,9.07005,3.40921,4.01688,5.47987,,5.69855,2.24413,4.43376,2.94679,3.01318,2.3827,3.36829,3.401,2.20347,1.69081
11.1571,4.29667,7.10961,8.21872,2.79209,5.91805,3.71435,,2.67969,3.99477,2.60125,4.89099,3.20652,3.3605,4.04871,1.05968,1.79082,3.63232
13.8979,16.0075,24.0491,4.18858,4.57169,7.95654,9.50301,,5.92037,2.82474,3.14407,5.63441,2.45753,1.40076,3.41291,1.94983,1.32974,1.59648
14.0399,11.0431,10.7095,6.1156,13.5237,2.979,7.3737,,10.7335,2.28658,2.10641,6.17865,2.99184,5.13948,4.07458,3.85427,1.8826,2.16891
7.61393,12.7601,4.53111,9.61301,3.53486,7.58116,4.88289,,3.90125,4.05563,3.97053,5.53688,1.24137,2.29056,1.49752,1.72714,2.31535,2.68732
21.438,,14.5596,3.63582,10.921,10.0795,5.16067,,4.03482,4.70514,3.51883,3.02083,3.72327,1.763,2.17892,0.871876,1.82108,1.25033
9.55959,,8.97855,7.06303,5.22278,3.35048,4.54871,,6.58068,4.98032,6.12508,2.28911,6.00483,5.95176,1.68953,5.16556,1.51526,3.56544
8.25576,,10.9971,11.9832,4.11263,6.94165,3.08502,,4.13279,3.00226,1.7945,4.5074,3.58731,8.55163,3.48141,0.673181,4.25546,2.53794
19.6675,,5.30699,4.17148,5.62847,6.1089,3.43587,,3.259,4.46928,3.41481,3.83264,3.17868,1.63439,2.82135,5.3445,1.69069,1.44587
10.9411,,16.2782,5.11569,9.05329,5.54955,3.24537,,2.67629,5.01248,1.61383,5.46182,3.37894,3.85001,2.65783,2.88986,1.32748,0.617526
8.44364,,13.1778,4.43941,10.8768,5.1668,6.03221,,5.60619,2.91142,3.11145,7.2637,2.63636,3.40264,1.68564,2.18818,2.18082,1.53062
6.71502,,8.56208,6.41068,9.23049,8.94413,3.9627,,3.19065,4.24625,4.63279,4.55672,2.34896,0.780732,3.44832,1.74846,0.720956,2.22011
11.8991,,10.1704,8.42695,9.91019,7.26175,7.05788,,4.60414,6.42931,1.83261,4.40792,1.90245,3.86565,2.52899,0.414523,1.69955,1.77813
7.60747,,6.41791,3.45199,6.03645,7.31517,2.80739,,2.91827,3.8325,7.14219,1.93342,3.57631,2.02185,4.23182,2.93534,1.44684,2.42879
8.58794,,11.9868,8.41969,4.38584,7.29693,4.10912,,3.14179,4.06826,5.03888,5.00532,2.53469,2.83113,2.04969,4.52591,2.33964,1.67228
8.76915,,7.04852,5.28151,12.7768,6.7718,9.47857,,4.03397,6.85946,2.72786,2.67785,3.23419,6.40431,2.88454,2.84173,1.57726,1.40575
8.71403,,5.72695,10.258,4.42287,4.71407,7.53776,,2.32682,2.05791,3.11678,5.59347,2.37306,4.71358,4.77719,2.50788,1.40146,1.73769
17.462,,5.27459,7.00266,6.88466,12.8768,8.01112,,4.35796,11.7413,2.66999,3.45284,2.88471,2.70693,1.50863,1.35339,1.57214,2.18481
7.55697,,8.15664,8.75567,7.52169,10.0807,3.93962,,4.00715,6.10293,3.11761,1.11912,3.61259,4.59115,1.35563,2.96404,2.42303,3.46348
10.5539,,3.93695,10.0552,4.26317,6.57926,4.16428,,3.41262,2.29769,4.55989,3.30583,2.76101,1.23319,3.07855,2.27837,1.27868,0.95602
5.64688,,15.573,3.87692,9.56477,3.23679,5.62032,,3.51939,2.16371,2.3658,3.43805,2.91266,2.78344,3.49406,1.84475,2.33041,2.12605
17.3652,,11.5618,3.05027,3.37366,2.54943,6.26241,,3.31026,3.85307,4.92866,4.64957,2.51329,6.1457,1.36789,3.99623,,0.745709
7.76646,,8.19878,4.13412,10.2144,6.36318,9.21123,,3.58361,2.03595,4.04947,1.95255,1.8765,1.71261,1.24315,0.808539,,2.34141
3.79233,,9.59827,9.53819,5.36644,5.87716,8.78652,,4.24856,3.04651,1.33568,3.79643,1.96377,5.87767,7.31807,2.69361,,2.24643
18.9773,,3.24978,9.37604,4.12154,7.22778,2.49694,,3.28053,5.79996,3.48006,4.07365,4.78149,2.3824,1.70662,1.80772,,2.62525
6.77204,,5.05512,9.41844,3.48863,3.17419,3.33213,,3.62773,2.07278,2.01802,3.29363,3.10646,2.24738,3.54728,1.57871,,1.27393
7.19385,,7.70464,7.58828,4.99142,1.70759,7.63552,,2.76278,2.84891,2.80508,3.64196,3.71852,3.1493,1.87339,2.17445,,1.45522
18.8858,,11.2034,4.56476,6.98064,5.24387,6.52193,,4.44034,,3.81347,3.84249,3.39119,1.72794,3.707,3.30018,,2.09649
10.7095,,11.1213,5.02044,8.80649,3.27656,4.74166,,9.49902,,3.7777,3.98438,2.93049,3.45223,3.31643,3.17396,,1.46885
6.73737,,8.82146,11.5974,9.26308,9.29289,9.02727,,3.57182,,3.6075,2.63106,2.03008,3.10142,3.01563,3.3611,,1.69002
6.72119,,4.98091,1.92368,5.12991,11.9506,4.27901,,6.56778,,3.07509,5.25344,4.17986,1.48967,2.63249,3.75657,,1.40847
21.2698,,4.52866,4.04522,8.02528,7.98751,3.03976,,6.80392,,2.04342,2.97356,3.53681,7.03344,1.18048,2.97255,,2.32223
12.3436,,15.0465,3.80761,5.5613,8.97208,2.37939,,5.68779,,5.14985,2.46202,1.38607,5.67771,2.40281,5.54906,,1.99811
10.6848,,6.6027,11.147,10.4808,3.43204,2.38959,,2.77296,,2.40661,3.10878,3.03094,2.86499,2.51487,2.95561,,1.63716
7.756,,6.2696,9.35206,5.6154,5.21725,5.00732,,7.57976,,3.22947,4.28572,3.38903,2.78942,3.06228,2.51382,,1.1109
9.59184,,11.3682,5.60999,7.89705,2.08325,6.70814,,2.75043,,4.38899,1.52723,1.85355,4.30112,2.88054,2.03361,,0.532368
6.22701,,5.49307,5.41765,9.2597,8.39232,4.21046,,2.80491,,4.2581,2.58213,2.57285,2.17826,2.35639,3.17738,,1.38242
19.5395,,8.2602,13.1177,7.90576,4.96411,6.19435,,8.14033,,3.67618,2.3843,2.57569,3.84294,2.31374,4.40619,,1.1469
7.22673,,6.27161,10.5519,5.13902,5.66116,4.28333,,5.0091,,2.49909,4.95127,1.15263,3.05624,2.45954,3.52928,,1.70805
15.226,,9.9797,5.01796,5.07146,9.21301,4.41242,,2.67884,,1.43883,2.81523,5.35902,2.89623,2.42515,1.6898,,2.15146
10.2157,,7.2813,3.27698,6.169,4.44526,5.46714,,5.95105,,4.38997,3.44174,3.93644,1.22149,1.74259,0.964712,,1.90684
16.112,,12.6216,5.90448,9.79495,6.66094,7.11974,,2.6162,,6.37381,5.85474,2.14556,2.00558,1.22911,1.64817,,2.65875
5.08904,,2.45998,4.38577,2.69669,6.5799,9.59628,,5.50745,,4.5816,2.85836,2.39428,4.05145,2.79119,2.81456,,1.12293
3.95387,,5.92805,10.6244,8.8452,4.38536,4.27924,,2.86735,,5.18355,3.79425,,2.17816,2.15387,2.74035,,2.24601
11.7994,,3.95522,6.31005,7.24093,10.3634,11.6599,,5.71187,,3.75757,1.69063,,9.50217,4.72722,2.81666,,1.42252
10.821,,3.79431,8.67116,5.04187,3.78528,3.91326,,5.76267,,5.60245,2.54606,,2.74129,1.91546,1.98208,,2.17148
8.96871,,6.59927,8.05815,8.91383,8.71869,2.92295,,2.11445,,4.0459,5.03605,,1.48241,1.31538,3.36357,,2.41306
17.0657,,3.2583,5.50957,2.58798,8.60931,5.61062,,4.53631,,1.97969,4.46295,,2.48334,3.05068,1.26193,,2.45189
7.09386,,5.48743,7.41202,5.35911,10.6691,5.1898,,2.81542,,2.20099,3.61948,,2.9585,1.41688,1.63317,,1.51498
9.70982,,16.533,2.57817,9.24194,7.65933,5.70351,,3.39259,,3.25025,5.19825,,3.56752,3.57534,2.09353,,1.47988
14.9337,,6.38115,6.09584,8.67239,4.63052,2.25297,,11.393,,4.51031,3.08937,,2.24356,2.07265,2.18684,,2.05216
16.8589,,5.65612,5.05499,6.73249,2.89249,11.0748,,3.92799,,2.41788,3.96441,,2.04731,2.33727,4.39268,,2.09005
14.825,,11.5871,6.10084,7.53115,4.61151,9.99019,,3.26629,,3.97539,1.17105,,1.61666,0.742365,4.9614,,1.53596
6.15897,,17.1426,4.71226,5.7523,3.74954,4.37211,,5.25333,,3.58385,2.49132,,4.3976,5.3467,2.98387,,1.00137
11.2712,,8.19059,7.93636,7.85329,8.15728,6.35757,,3.17743,,6.01849,5.8687,,5.08074,2.42859,3.14055,,2.06203
8.8171,,8.47967,3.42313,11.1446,6.84811,6.98328,,6.54324,,1.60528,3.88012,,2.66934,3.1533,2.33335,,1.67352
5.27963,,9.69272,6.74011,7.17805,6.89112,5.03426,,4.42726,,2.66811,5.19986,,3.46772,1.80052,1.31235,,1.80503
5.72161,,3.32773,4.05169,5.71908,4.16793,9.07507,,4.26894,,5.68609,2.91698,,3.40928,1.74428,2.10334,,1.31796
7.43119,,13.4803,8.78602,2.65374,5.11098,3.93183,,1.94603,,4.48976,2.35453,,1.67797,1.33362,1.27867,,0.680988
12.6236,,5.98913,3.50976,8.06726,5.77402,3.9884,,9.05882,,3.70437,2.99653,,2.80723,0.978612,2.71318,,1.55911
8.40379,,4.02385,5.50592,11.3094,5.60186,4.96686,,3.43015,,3.56494,3.43558,,3.16561,2.53584,1.17265,,3.3201
13.1696,,4.7454,12.7753,11.4284,3.92147,5.00711,,6.18054,,3.9263,2.15063,,2.62384,3.59411,3.743,,3.32184
6.70305,,12.4742,2.79177,5.18883,8.29168,4.44558,,2.8447,,5.86292,3.6034,,2.63134,2.64867,2.74286,,1.28397
7.06997,,3.8385,4.80496,7.86521,3.86008,2.98352,,4.25343,,5.09012,2.45854,,1.81969,3.66807,3.00152,,2.09504
13.7747,,4.3354,6.16816,8.78904,5.37095,1.96361,,4.1183,,3.40531,,,3.60862,3.74864,1.01292,,1.58415
8.88503,,3.97313,6.27295,4.1477,6.70676,5.51226,,2.69732,,4.18573,,,5.04976,1.52621,,,3.62745
14.1245,,7.52747,2.2071,3.79683,3.75376,4.70957,,2.98827,,4.04561,,,1.92007,3.38489,,,1.33243
11.1411,,4.67255,5.03644,7.11157,4.35911,4.40202,,5.18866,,3.85291,,,0.870998,3.26884,,,4.19171
14.1253,,10.2276,5.53493,4.20067,4.55438,9.58583,,3.6664,,4.37214,,,3.38824,1.89094,,,2.80411
8.79968,,3.74174,2.3435,7.2277,3.41035,8.95037,,5.09705,,2.82755,,,2.93472,1.37209,,,1.29592
6.23164,,13.9245,10.7289,7.75672,,3.952,,3.69499,,2.72192,,,4.40243,2.57791,,,1.86245
,,9.61958,8.08714,9.42227,,5.29012,,3.06428,,3.11981,,,5.05013,3.38015,,,1.2454
,,10.9114,21.0311,3.77525,,3.237,,4.63497,,2.583,,,1.06056,2.2697,,,1.78402
,,3.91256,10.4003,6.55826,,7.09732,,7.82686,,4.18076,,,1.98441,2.4395,,,1.74541
,,6.73398,6.65258,4.33365,,7.71083,,3.5397,,5.71109,,,1.80488,1.67025,,,1.19002
,,16.4935,8.66774,4.35567,,5.55688,,4.20311,,5.83401,,,2.91107,2.78679,,,2.59161
,,5.08081,6.09088,8.37681,,7.45748,,5.88211,,2.06023,,,2.03257,2.13393,,,2.12823
,,8.26145,10.491,5.60996,,2.80355,,4.37139,,3.83617,,,4.93217,3.05424,,,2.4728
,,9.43363,4.71338,12.776,,5.05255,,7.08524,,2.77032,,,3.64188,3.55809,,,2.77597
,,5.77339,4.31609,7.54368,,,,4.20371,,6.29938,,,2.62489,4.14247,,,0.624236
,,7.99343,9.59682,6.51592,,,,1.64448,,5.62006,,,4.51265,1.78839,,,1.89816
,,8.19301,11.3662,8.09727,,,,1.53449,,5.73104,,,2.94886,7.52371,,,0.85192
,,7.91114,3.20522,6.66612,,,,6.53088,,3.51307,,,6.11457,2.56649,,,3.28041
,,4.12647,5.20657,4.49603,,,,7.41486,,7.65762,,,3.17671,5.83045,,,2.51916
,,4.27598,7.57478,8.29014,,,,2.39152,,4.67752,,,2.34454,1.59253,,,1.93515
,,7.13483,7.87603,5.35115,,,,4.72313,,2.29128,,,1.9738,1.33928,,,0.988841
,,10.8019,6.87397,7.32661,,,,4.89133,,5.27048,,,1.98854,2.67138,,,1.0155
,,5.61852,3.96321,8.06277,,,,3.90929,,3.74417,,,2.96657,1.03821,,,1.31011
,,11.0941,7.01087,5.5828,,,,4.57337,,8.55004,,,1.65811,2.46691,,,1.80359
,,6.40743,11.1021,5.67055,,,,5.82865,,4.56029,,,,3.04999,,,3.14121
,,10.2475,11.54,13.741,,,,6.4633,,3.67977,,,,2.31836,,,1.42793
,,5.55525,9.90766,9.4618,,,,3.40505,,2.15705,,,,0.488318,,,2.1259
,,5.45357,5.31513,4.08915,,,,3.6903,,4.17289,,,,2.25361,,,1.69321
,,4.08051,16.7352,3.29717,,,,3.34864,,7.18761,,,,3.84047,,,1.37352
,,4.26015,9.4774,6.45573,,,,2.00338,,4.85866,,,,4.24986,,,1.68469
,,6.24951,7.51644,7.60866,,,,3.95894,,1.57922,,,,1.27443,,,
,,6.08067,8.70954,7.21171,,,,3.14482,,3.3908,,,,2.44047,,,
,,3.96445,5.02552,11.2116,,,,,,4.0575,,,,1.16399,,,
,,10.2714,7.01524,4.46731,,,,,,1.80818,,,,4.32407,,,
,,8.31939,6.98453,8.03634,,,,,,5.96415,,,,1.62317,,,
,,9.38709,7.01797,4.94455,,,,,,3.77403,,,,2.02375,,,
,,12.637,6.31779,5.83464,,,,,,4.90798,,,,1.46634,,,
,,8.84703,9.07911,3.30699,,,,,,2.53961,,,,3.92662,,,
,,15.9465,9.38827,5.78458,,,,,,4.53727,,,,2.60496,,,
,,8.68155,9.67214,6.99178,,,,,,2.16215,,,,1.73156,,,
,,11.5588,7.03676,9.61385,,,,,,3.55508,,,,3.2171,,,
,,12.2123,8.66351,3.55223,,,,,,6.19694,,,,2.13308,,,
,,6.7127,7.71838,6.85083,,,,,,2.15344,,,,3.60407,,,
,,14.1349,8.43226,7.2921,,,,,,5.12534,,,,2.65895,,,
,,6.24096,7.13861,3.12423,,,,,,3.46344,,,,1.86347,,,
,,7.71771,15.6449,3.54472,,,,,,4.23573,,,,3.2412,,,
,,3.34892,4.88904,9.37215,,,,,,5.99449,,,,2.95515,,,
,,6.0288,2.84065,5.01653,,,,,,2.39872,,,,1.68338,,,
,,15.3877,8.22791,4.28397,,,,,,3.64113,,,,1.96401,,,
,,9.22121,5.46932,5.22957,,,,,,5.2332,,,,2.69542,,,
,,6.52958,5.16458,4.86381,,,,,,,,,,3.07328,,,
,,4.35184,10.1304,7.66727,,,,,,,,,,2.27991,,,
,,4.18805,6.61274,11.3346,,,,,,,,,,1.74827,,,
,,7.09791,5.06799,3.13916,,,,,,,,,,1.59508,,,
,,10.436,9.1206,5.26929,,,,,,,,,,0.851269,,,
,,6.81605,4.59213,6.16369,,,,,,,,,,1.96624,,,
,,6.68743,8.8725,7.21087,,,,,,,,,,5.91723,,,
,,10.1408,,7.04477,,,,,,,,,,2.43021,,,
,,7.65431,,4.36722,,,,,,,,,,1.03841,,,
,,7.43323,,8.15922,,,,,,,,,,,,,
,,4.09319,,,,,,,,,,,,,,,
,,9.48066,,,,,,,,,,,,,,,
,,7.1579,,,,,,,,,,,,,,,
,,8.25333,,,,,,,,,,,,,,,
,,8.46532,,,,,,,,,,,,,,,
,,15.1004,,,,,,,,,,,,,,,
