HBindex,Tau01,Tau02,Tau03,Tau04,Tau05,Tau06,Tau07,Tau08,Tau09,Tau10,Tau11,Tau12,FitX,FitY
1.70573,,,,,,,,,,,,0.0414669,,
1.70712,,,,0.139813,,,,,,,,,,
1.70861,,,,,,,,,,,0.067785,,,
1.70926,,,,,,,,0.105081,,,,,,
1.71025,,,0.15555,,,,,,,,,,,
1.7151,,0.166921,,,,,,,,,,,,
1.71695,,0.175113,,,,,,,,,,,,
1.71707,,,,,0.127129,,,,,,,,,
1.72394,,,,,,,,,,0.0777394,,,,
1.72744,,,,,,,,,,,,0.0395185,,
1.73796,,0.177851,,,,,,,,,,,,
1.73859,,,,0.139954,,,,,,,,,,
1.73984,,,,,,,,,0.0940794,,,,,
1.74265,,,,,0.133196,,,,,,,,,
1.74553,,,,,,,,,0.0856366,,,,,
1.74714,,,,0.140219,,,,,,,,,,
1.7475,,,0.160436,,,,,,,,,,,
1.74897,,,,,0.134064,,,,,,,,,
1.75019,,,,0.137897,,,,,,,,,,
1.75139,,,,,,,,,,0.0837777,,,,
1.75158,0.215372,,,,,,,,,,,,,
1.75179,,,,,,0.115896,,,,,,,,
1.75485,,,,,,,,,,,0.0573864,,,
1.75548,,,,,,,0.110528,,,,,,,
1.75594,,,,,,,,,,,0.0651007,,,
1.75977,,,,,,,,0.0972438,,,,,,
1.76078,,,,,,,,,,,0.0720323,,,
1.76256,,,,,,,,,,0.077467,,,,
1.76592,,,,,,,,,0.0865079,,,,,
1.76652,0.219057,,,,,,,,,,,,,
1.76822,,,,,,,0.10824,,,,,,,
1.7684,,,,,,0.120838,,,,,,,,
1.77116,,,,,,,,0.0991591,,,,,,
1.77344,,,,0.140114,,,,,,,,,,
1.77471,,,,,0.135491,,,,,,,,,
1.77531,,,,,,,,,,,,0.0130121,,
1.77546,,,,,,,,0.105087,,,,,,
1.77599,,,,0.140618,,,,,,,,,,
1.77906,,,,,,,0.114495,,,,,,,
1.7802,,,,,,,,,0.090676,,,,,
1.78118,,,0.153775,,,,,,,,,,,
1.78235,,,,,,,,0.104184,,,,,,
1.78272,,,,,,0.119878,,,,,,,,
1.78281,,,,,,0.121456,,,,,,,,
1.78707,,,,,,,,,,,,0.0507403,,
1.78772,,,,0.142171,,,,,,,,,,
1.78845,,,,,,,,,,0.080297,,,,
1.79049,,,,,,,,0.0963889,,,,,,
1.79431,,,,0.141883,,,,,,,,,,
1.79626,,,,,0.126462,,,,,,,,,
1.79648,,,,,,,,,,,,0.004,,
1.79702,,,,,,,,,,,,0.0359328,,
1.80341,,,,0.138072,,,,,,,,,,
1.80399,,,,,,,,0.101621,,,,,,
1.8042,,,,,,,0.110632,,,,,,,
1.8065,,,,,,,,0.0985396,,,,,,
1.80661,,,,,,,,,,,,0.0340097,,
1.80703,,,,,,,,,0.0872824,,,,,
1.80774,,,,,,,,,,,0.0693625,,,
1.81009,,,,,0.128633,,,,,,,,,
1.81028,,,0.152311,,,,,,,,,,,
1.8104,,,,,,,,,,,0.0633122,,,
1.81061,,,,,,,,,,,,0.0467524,,
1.81067,,,,,,,,,,,,0.0140001,,
1.81187,,0.168585,,,,,,,,,,,,
1.81241,,,,,,,0.10801,,,,,,,
1.81508,,0.163975,,,,,,,,,,,,
1.81547,,,,0.145076,,,,,,,,,,
1.81729,,,,,,,,,0.0954915,,,,,
1.81951,,,,,,,,,,,,0.0264542,,
1.8216,,0.177661,,,,,,,,,,,,
1.82245,,,,,,,,,,,,0.0517656,,
1.82438,,,0.154869,,,,,,,,,,,
1.82463,,,,,,,,,,,0.0527388,,,
1.82538,,,,,,,,0.0963267,,,,,,
1.8296,0.197702,,,,,,,,,,,,,
1.83245,,,,,,,,,0.0948054,,,,,
1.83355,,,,0.144938,,,,,,,,,,
1.83366,,,,,,0.118867,,,,,,,,
1.83474,,,,,,0.123696,,,,,,,,
1.83582,,,,,,,,,,,0.0570519,,,
1.84026,,,,0.147297,,,,,,,,,,
1.84672,,,,,,,,0.0976057,,,,,,
1.8488,,,,,,,,,,,0.0599665,,,
1.85184,,,,,,0.124514,,,,,,,,
1.85348,,,,,,,,,,,,0.00608756,,
1.85788,,,,,,,,,,,,0.0467939,,
1.85911,,,,,,,0.108432,,,,,,,
1.86041,,,,,,,,,,0.075689,,,,
1.8654,,,,,0.128149,,,,,,,,,
1.86559,,,,,,0.122049,,,,,,,,
1.86749,,,,,0.13554,,,,,,,,,
1.86871,,,,,,,,,,,,0.0511494,,
1.86936,,,,,,,,,,0.0824817,,,,
1.87068,,,,,,0.118645,,,,,,,,
1.87077,,0.176211,,,,,,,,,,,,
1.87523,,,,,,,,,,,0.0645978,,,
1.87672,,,,,,,,,,,0.0682899,,,
1.87699,,,,,,,0.111865,,,,,,,
1.88117,,,,0.140264,,,,,,,,,,
1.88149,,,,,,0.121101,,,,,,,,
1.88153,,,,,,,,0.10379,,,,,,
1.88755,,,,,,0.121076,,,,,,,,
1.89043,,,,,,,,,,0.0750759,,,,
1.89063,,,,,,,,,,0.0742809,,,,
1.89174,,,,,,,,,0.0868517,,,,,
1.8969,,,,,0.13504,,,,,,,,,
1.89727,,,,,,,,,0.0905793,,,,,
1.89758,,,,,,,0.113967,,,,,,,
1.89785,,0.169143,,,,,,,,,,,,
1.90011,,,0.150567,,,,,,,,,,,
1.9032,,0.170393,,,,,,,,,,,,
1.90387,,,,,0.133252,,,,,,,,,
1.90435,0.19019,,,,,,,,,,,,,
1.90497,,0.16306,,,,,,,,,,,,
1.90728,,,,,,,,,,,,0.0511368,,
1.9082,,,,,,,0.106919,,,,,,,
1.90825,,,,,0.132188,,,,,,,,,
1.90869,,,,,,,,,,,0.0593306,,,
1.91142,,,0.161219,,,,,,,,,,,
1.9119,,,0.156472,,,,,,,,,,,
1.91271,,,,,,,,,,,,0.0439887,,
1.9157,,,0.153357,,,,,,,,,,,
1.91614,,,,,,0.124122,,,,,,,,
1.91694,,,0.153629,,,,,,,,,,,
1.91764,,,,,,0.123905,,,,,,,,
1.91842,,,,,,,,,,,0.0588811,,,
1.9197,,,,,,,,0.101648,,,,,,
1.92333,,,,,,,,,,,,0.0477399,,
1.92381,,,,,,,,,0.0957335,,,,,
1.92602,,,,,,0.11961,,,,,,,,
1.93247,,,,,,,,0.103929,,,,,,
1.93509,,,,0.140125,,,,,,,,,,
1.93715,,,,,,,,0.104643,,,,,,
1.93724,,,,,0.124969,,,,,,,,,
1.93917,,,,,,,,,0.0851668,,,,,
1.94503,,,,,,,,,0.0877728,,,,,
1.94695,,,,,,,,,,0.0828526,,,,
1.94706,,,,,,0.123845,,,,,,,,
1.95237,,,,,,,,,,,0.0547112,,,
1.9545,,0.164183,,,,,,,,,,,,
1.95654,,,,,,,,,,,,0.036326,,
1.9572,,,,,,,,,0.0950008,,,,,
1.95928,,,,,,,,,,,0.0568969,,,
1.9594,,,,,0.128731,,,,,,,,,
1.96163,,,,,,0.12,,,,,,,,
1.96829,,,0.162246,,,,,,,,,,,
1.97152,,,,,,,,,0.0930244,,,,,
1.97174,,,,,,,,,,,,0.0347077,,
1.97443,,,,,,,,,,0.0833188,,,,
1.97601,,,,0.139697,,,,,,,,,,
1.97652,,,,,,,,,,0.0781369,,,,
1.97755,,,,,,0.120469,,,,,,,,
1.97917,,,,,0.126713,,,,,,,,,
1.98007,,,,,,,,0.101338,,,,,,
1.98027,,,,0.143704,,,,,,,,,,
1.98107,,,,,0.125511,,,,,,,,,
1.98161,,0.169537,,,,,,,,,,,,
1.98371,,,,,,,,,,,0.0676165,,,
1.98408,,,,,,,,0.0998759,,,,,,
1.98437,,,,,0.130512,,,,,,,,,
1.98496,,,,,0.132712,,,,,,,,,
1.98522,,,,,,0.117549,,,,,,,,
1.98678,0.188572,,,,,,,,,,,,,
1.99044,,,,,,,,0.104172,,,,,,
1.99157,,,,0.14496,,,,,,,,,,
1.9951,,,,,,,,,,0.082982,,,,
2.00124,,,,,0.128613,,,,,,,,,
2.00441,,,,,,,0.111536,,,,,,,
2.00594,0.198482,,,,,,,,,,,,,
2.01053,,,0.158337,,,,,,,,,,,
2.01387,,0.172231,,,,,,,,,,,,
2.01797,,,,,0.137258,,,,,,,,,
2.01943,,,0.150687,,,,,,,,,,,
2.02022,,,,,,,,0.0989379,,,,,,
2.02049,0.185691,,,,,,,,,,,,,
2.02093,,,,,,0.123102,,,,,,,,
2.02294,,,0.162709,,,,,,,,,,,
2.02338,,,,,,,0.109843,,,,,,,
2.02846,,,,,,,0.114614,,,,,,,
2.03043,,,,,,,,,,,0.0645005,,,
2.03218,,,,,,0.123059,,,,,,,,
2.03369,,,,,,0.120646,,,,,,,,
2.03398,,,,,,,,0.103028,,,,,,
2.03399,,,0.161928,,,,,,,,,,,
2.034,,,,,,,,,,,,0.0118903,,
2.03656,,0.176883,,,,,,,,,,,,
2.03752,,,,0.146338,,,,,,,,,,
2.03858,,,,,,,,,,0.0838876,,,,
2.03868,,,,0.14179,,,,,,,,,,
2.04119,,,0.160207,,,,,,,,,,,
2.04332,,,,,0.128122,,,,,,,,,
2.04456,,,,,,,0.113462,,,,,,,
2.04473,,,,,,,,,,0.0758252,,,,
2.04584,,,,,,0.117088,,,,,,,,
2.05553,,,,,,,,,0.0904343,,,,,
2.05612,,,,0.146847,,,,,,,,,,
2.05678,,,,0.145092,,,,,,,,,,
2.05705,,,,,,,0.108911,,,,,,,
2.06109,,,,,,,,,0.0938902,,,,,
2.06517,,,,,,,,,0.09081,,,,,
2.0677,,,,,,,0.113568,,,,,,,
2.0726,,,,,,,0.110683,,,,,,,
2.07264,,,,,0.129371,,,,,,,,,
2.07384,,,,0.144677,,,,,,,,,,
2.07504,,,,,0.126232,,,,,,,,,
2.07889,,,,0.144315,,,,,,,,,,
2.0805,,,,,,,,,,0.0759159,,,,
2.08064,,,,,,,,,,,0.0651072,,,
2.08224,,,,,0.135003,,,,,,,,,
2.08328,,,,,,,,,,,,0.0414794,,
2.08499,,,,,,,,,0.0879908,,,,,
2.08614,,,,,,,,,,,,0.0473745,,
2.08627,,,0.154878,,,,,,,,,,,
2.09054,,,,,,0.121104,,,,,,,,
2.09084,,,,,,,,,,,,0.0380531,,
2.09088,,,,,,,,,0.0922298,,,,,
2.09312,,,,,,,0.114367,,,,,,,
2.09509,0.227989,,,,,,,,,,,,,
2.09761,,,,,,,,,,,0.0684901,,,
2.0978,,0.16557,,,,,,,,,,,,
2.09851,,,,,,,0.109161,,,,,,,
2.10022,,,,,,,0.112224,,,,,,,
2.1026,,0.167089,,,,,,,,,,,,
2.10269,,,,,,,,,0.0945315,,,,,
2.10295,0.193053,,,,,,,,,,,,,
2.10773,,,,,,0.124869,,,,,,,,
2.11284,,,,,,,,,,0.0811953,,,,
2.11559,,,,0.14444,,,,,,,,,,
2.11632,,,,0.145623,,,,,,,,,,
2.11843,,,,,,,,0.0998231,,,,,,
2.12132,,0.168971,,,,,,,,,,,,
2.12411,,,,,,,,0.104759,,,,,,
2.12569,,,,0.146987,,,,,,,,,,
2.1283,,,,,,,,,,0.0837809,,,,
2.1314,,,0.15369,,,,,,,,,,,
2.13247,,,0.158274,,,,,,,,,,,
2.13553,,,,0.139447,,,,,,,,,,
2.13672,,,,,0.135807,,,,,,,,,
2.14104,,,,,,,,,,,0.0697055,,,
2.14398,,,,,,0.117838,,,,,,,,
2.14431,,,,,,,,,,,,0.0505401,,
2.15034,,,,,,,,,0.0947392,,,,,
2.15174,,,,,,0.119248,,,,,,,,
2.15252,,,,,0.129928,,,,,,,,,
2.15424,,0.170807,,,,,,,,,,,,
2.15491,,,,,,,0.111202,,,,,,,
2.15491,,,0.158779,,,,,,,,,,,
2.15537,,,,,,,0.107658,,,,,,,
2.15783,,,,,0.128123,,,,,,,,,
2.16011,,,0.158587,,,,,,,,,,,
2.16015,,,,,,0.117078,,,,,,,,
2.16044,,,,,,,,,,0.0836204,,,,
2.16167,,,0.157638,,,,,,,,,,,
2.16211,,,0.157552,,,,,,,,,,,
2.16589,,,,,,0.12366,,,,,,,,
2.16816,,,,,,,,0.0963738,,,,,,
2.16997,,,,,,,,0.10409,,,,,,
2.17018,,,,,,0.117229,,,,,,,,
2.17355,,,0.15322,,,,,,,,,,,
2.17613,,,,0.137985,,,,,,,,,,
2.17619,,,,,0.13722,,,,,,,,,
2.1763,,,,,,,,,,0.0766014,,,,
2.17933,,,,,,,,,,0.077192,,,,
2.18066,,,,,0.131462,,,,,,,,,
2.18114,,,,,,,0.107083,,,,,,,
2.18457,,,,,,,,,,,,0.0467553,,
2.188,,,0.15469,,,,,,,,,,,
2.18892,0.210645,,,,,,,,,,,,,
2.19152,,0.174733,,,,,,,,,,,,
2.19628,,,,,,,0.109568,,,,,,,
2.19758,,,,,,0.119673,,,,,,,,
2.19842,,,,,,,,,0.0939141,,,,,
2.19948,,,,,,,,0.0990002,,,,,,
2.2011,,,,,,,0.1074,,,,,,,
2.20209,,,,0.139429,,,,,,,,,,
2.20375,,,,,,,,,,0.0752079,,,,
2.20654,,,,,,,0.10703,,,,,,,
2.21252,0.205526,,,,,,,,,,,,,
2.21496,,,,,,,,,,,0.0637748,,,
2.21563,,,,,,,,,,0.0805203,,,,
2.21621,,,,,,,,,0.0851285,,,,,
2.21686,,,,,,,,0.0992498,,,,,,
2.21882,,,,0.139791,,,,,,,,,,
2.2194,,,,0.137612,,,,,,,,,,
2.2212,0.190067,,,,,,,,,,,,,
2.22312,,,,,,,0.110794,,,,,,,
2.22552,,,,,0.126773,,,,,,,,,
2.23204,0.188849,,,,,,,,,,,,,
2.23309,,,,,,,,0.0971023,,,,,,
2.23389,,,,,,,,,,,,0.046527,,
2.2414,,,,0.139643,,,,,,,,,,
2.24364,,,,0.138295,,,,,,,,,,
2.24381,,,,,,,,0.100392,,,,,,
2.24595,,,,,,,0.109215,,,,,,,
2.25052,,,,,,,,,,0.0742778,,,,
2.2543,,,,,,,,,,,,0.0423724,,
2.25686,,,,,,,,,0.0848454,,,,,
2.25693,,,,,,,,,,0.0755825,,,,
2.25905,,,,,,0.121823,,,,,,,,
2.26119,,,,,,,,,0.0931884,,,,,
2.26255,0.211094,,,,,,,,,,,,,
2.26395,,,,,,,,,,0.0815006,,,,
2.26816,,,,,,,,0.0968378,,,,,,
2.2693,,,,,,,,,,0.0776941,,,,
2.26982,,0.172947,,,,,,,,,,,,
2.2711,,,,0.144713,,,,,,,,,,
2.27261,,,,,,,,0.100935,,,,,,
2.27413,,,,0.139814,,,,,,,,,,
2.27593,,,,,,,,0.10386,,,,,,
2.27632,,,,0.147784,,,,,,,,,,
2.27691,,,,,,,,,,,,0.0441707,,
2.28227,,,,,,,0.11404,,,,,,,
2.28242,,,,,,0.123886,,,,,,,,
2.28245,,,,,,,,,,,0.0604827,,,
2.2837,,,,,,,,,,,0.0616236,,,
2.28751,,,,,,,,,,0.0805545,,,,
2.29195,,,,,,,0.105714,,,,,,,
2.29215,,,0.1584,,,,,,,,,,,
2.29396,,,,,,,,,,,0.0701232,,,
2.29423,,,,,,0.116166,,,,,,,,
2.29535,,,,0.139928,,,,,,,,,,
2.29629,,,,,,,,,,0.0814775,,,,
2.30466,0.198551,,,,,,,,,,,,,
2.30498,,,,,,,,,,,,0.0252735,,
2.30535,,,,,0.130047,,,,,,,,,
2.30541,,,,,,,,,,,,0.023877,,
2.30598,,,,,,0.123092,,,,,,,,
2.30639,,,,,,,,,,,0.0677144,,,
2.30899,,0.175627,,,,,,,,,,,,
2.31035,,,,,,,0.108595,,,,,,,
2.31097,,,,,,,,,,0.0767203,,,,
2.31118,,,,,0.126172,,,,,,,,,
2.31167,,,,0.148656,,,,,,,,,,
2.31352,,,,,,,,,0.0899967,,,,,
2.31415,,,,,,,,,,0.0731987,,,,
2.31641,,,,,,,,0.0996288,,,,,,
2.3195,,,,,,,0.11194,,,,,,,
2.32018,,0.173453,,,,,,,,,,,,
2.32103,,0.171044,,,,,,,,,,,,
2.32419,,,,,0.128521,,,,,,,,,
2.32592,,,,,,,,,,,0.0687344,,,
2.32725,,,,,,,,,,,0.0522219,,,
2.32905,,,,,,0.120743,,,,,,,,
2.33002,,,,,,,0.111256,,,,,,,
2.33149,,,,,,,0.107667,,,,,,,
2.33276,,,,,,,,,0.0846138,,,,,
2.33487,,,,0.146985,,,,,,,,,,
2.33987,,,,,,,,,,0.0754723,,,,
2.34026,0.188178,,,,,,,,,,,,,
2.34141,,,,,,,,,0.08609,,,,,
2.3457,,,,,,0.120202,,,,,,,,
2.3498,,,,,,0.123551,,,,,,,,
2.35058,,,,,0.132776,,,,,,,,,
2.35492,,,,,0.13236,,,,,,,,,
2.3604,,,,,,,,,,,0.0558024,,,
2.36363,,,,,,,,,,,0.0615797,,,
2.36617,,,,,0.132934,,,,,,,,,
2.37468,,,,,,,,0.0998117,,,,,,
2.37516,,,,,,,,,,0.0766572,,,,
2.37524,,,,,,,,,,0.0727585,,,,
2.3782,,,,,,,,,,,0.0688351,,,
2.37859,,,,,,,0.111602,,,,,,,
2.37889,,,,,,,,0.102599,,,,,,
2.37974,,,,,0.137238,,,,,,,,,
2.38195,,,,,,,,0.0981317,,,,,,
2.38771,,,,,,,,0.103649,,,,,,
2.39691,,,,,,,,,,0.0833817,,,,
2.3972,,,,0.147519,,,,,,,,,,
2.39919,,,,,,,,,0.0938957,,,,,
2.40129,,,,,,,,,0.0921818,,,,,
2.40395,,0.171489,,,,,,,,,,,,
2.40685,,,,,,,,,,0.0734256,,,,
2.40699,,,,,,,,,0.0940638,,,,,
2.40824,,0.170273,,,,,,,,,,,,
2.40847,,,,,,,,0.0990014,,,,,,
2.40917,,,,,,,,,0.0865898,,,,,
2.41048,,,0.150318,,,,,,,,,,,
2.41215,0.200127,,,,,,,,,,,,,
2.41584,,,,,,,,0.104057,,,,,,
2.41932,,,0.160335,,,,,,,,,,,
2.42459,,,,,0.125208,,,,,,,,,
2.42619,,,,,,,0.108437,,,,,,,
2.42974,,,,,,,,,0.092912,,,,,
2.43242,,,,,,,,,,0.0811479,,,,
2.43322,,,,,,,,,0.0919443,,,,,
2.44265,,,,0.139518,,,,,,,,,,
2.44867,,,,,0.131553,,,,,,,,,
2.44931,,,,,0.133755,,,,,,,,,
2.45146,,,,,,,,0.0977811,,,,,,
2.46292,0.204912,,,,,,,,,,,,,
2.46437,,,,,,,,,,,0.068735,,,
2.46653,0.194932,,,,,,,,,,,,,
2.46981,,,0.156246,,,,,,,,,,,
2.4758,,,,,,,,0.097916,,,,,,
2.47725,,,0.158904,,,,,,,,,,,
2.48408,,,,,,,,,,,,0.0513771,,
2.48432,,,,,0.129659,,,,,,,,,
2.48614,,,,,,,0.110265,,,,,,,
2.48781,,,,,0.129815,,,,,,,,,
2.4897,,,,,,0.124567,,,,,,,,
2.49302,,,,,,,,,,,0.0682209,,,
2.49562,,,,,,0.121911,,,,,,,,
2.49707,,,,0.143101,,,,,,,,,,
2.50107,,,,,,,,,,0.0773109,,,,
2.50752,,0.175591,,,,,,,,,,,,
2.51629,,,,,0.126532,,,,,,,,,
2.52435,,,,,,,0.111487,,,,,,,
2.5245,,,,,,,,,,0.074467,,,,
2.52538,,,,0.138542,,,,,,,,,,
2.52891,,,,,,,,,,,0.0579046,,,
2.52987,,,,,,,,,,0.0787435,,,,
2.53031,,,0.150202,,,,,,,,,,,
2.53694,,,0.162453,,,,,,,,,,,
2.53936,,,,,,,,0.100748,,,,,,
2.54022,,,,,,,0.108455,,,,,,,
2.54154,,,,,,0.116265,,,,,,,,
2.54161,,,,,,,,,,,0.0565469,,,
2.54321,,,,,0.136159,,,,,,,,,
2.54387,,,,,0.131111,,,,,,,,,
2.54607,,,,,,,,,0.087504,,,,,
2.54863,,,,,,,0.106285,,,,,,,
2.54866,,,,,0.127461,,,,,,,,,
2.54983,,,,0.146553,,,,,,,,,,
2.55127,,,,0.138237,,,,,,,,,,
2.55487,,,,,,,,,,0.078802,,,,
2.55562,,,,,,,,0.105512,,,,,,
2.55931,,,,,,,,,0.0907885,,,,,
2.56071,,,,0.137998,,,,,,,,,,
2.56405,,,,,,0.118295,,,,,,,,
2.56672,,,,,,,,0.104877,,,,,,
2.57078,,,,,,,0.113612,,,,,,,
2.57241,,,,,,0.116291,,,,,,,,
2.57809,0.18508,,,,,,,,,,,,,
2.57881,,,,,,,,,,0.0740879,,,,
2.57954,,,,,0.125758,,,,,,,,,
2.58139,,,,,,,0.114005,,,,,,,
2.59222,,,,,0.135339,,,,,,,,,
2.59687,,,,,,,,0.102676,,,,,,
2.59782,,,,,0.129993,,,,,,,,,
2.60136,0.184461,,,,,,,,,,,,,
2.60305,,,,,,,,0.0961899,,,,,,
2.60504,,,,,,,,,,,0.0625738,,,
2.6053,,,,,,,,,0.0892318,,,,,
2.60614,,,,,0.128305,,,,,,,,,
2.6069,,0.164851,,,,,,,,,,,,
2.60956,,,,,,,,,0.0866167,,,,,
2.61221,0.216847,,,,,,,,,,,,,
2.61335,0.192024,,,,,,,,,,,,,
2.61624,,,,0.143766,,,,,,,,,,
2.62107,,,,0.140945,,,,,,,,,,
2.62837,,,,,,,,,,,,0.0402583,,
2.63135,,,0.161378,,,,,,,,,,,
2.63944,,,,,,,0.112973,,,,,,,
2.64078,,,,,,0.123772,,,,,,,,
2.64131,,,,,,,,,0.0941794,,,,,
2.64166,,0.170186,,,,,,,,,,,,
2.64398,,,,,0.125422,,,,,,,,,
2.64749,,,0.159657,,,,,,,,,,,
2.65056,,,,0.147625,,,,,,,,,,
2.65347,,,,0.138326,,,,,,,,,,
2.65775,0.22663,,,,,,,,,,,,,
2.66069,,,,,0.132718,,,,,,,,,
2.66161,,,,0.146105,,,,,,,,,,
2.66728,,,,,,0.118062,,,,,,,,
2.66856,,,,,,,,,,0.0802536,,,,
2.66926,,0.183398,,,,,,,,,,,,
2.67694,,,,,,0.120686,,,,,,,,
2.67803,,,,,,,,,,,0.0605948,,,
2.67816,,0.171125,,,,,,,,,,,,
2.67925,,,,,,,,0.0984381,,,,,,
2.69067,0.192855,,,,,,,,,,,,,
2.69341,,,,,,,0.115111,,,,,,,
2.69362,,,,,,0.118836,,,,,,,,
2.69606,,,,0.14831,,,,,,,,,,
2.69608,,,,,,0.116502,,,,,,,,
2.69975,,,,0.143515,,,,,,,,,,
2.70079,,,,0.140678,,,,,,,,,,
2.702,,,,,,,,0.101604,,,,,,
2.70226,,,0.151454,,,,,,,,,,,
2.70535,,,,,,,,,,0.0789045,,,,
2.70941,,,,,0.134627,,,,,,,,,
2.70965,,,,,,0.116013,,,,,,,,
2.71083,,,,0.144464,,,,,,,,,,
2.71221,,,,,,,,,,,0.071672,,,
2.71261,,,0.149625,,,,,,,,,,,
2.71491,,,,,,,,,,,,0.0480349,,
2.71888,,,,0.14398,,,,,,,,,,
2.72063,,,,,0.134204,,,,,,,,,
2.72189,,0.170411,,,,,,,,,,,,
2.72415,,,,,,,,,,,,0.0470044,,
2.72474,,,,,0.132433,,,,,,,,,
2.72974,,,,,,,,,,0.0723699,,,,
2.73212,,0.178101,,,,,,,,,,,,
2.73317,,,0.155422,,,,,,,,,,,
2.73405,,,,,,0.123797,,,,,,,,
2.73426,,,,0.138388,,,,,,,,,,
2.73432,,,,,,,,,,,0.0568163,,,
2.73943,,,,,0.137124,,,,,,,,,
2.74005,0.186607,,,,,,,,,,,,,
2.74275,,,,0.140302,,,,,,,,,,
2.74345,,,,0.145563,,,,,,,,,,
2.74358,,,,0.141917,,,,,,,,,,
2.74494,,,0.156323,,,,,,,,,,,
2.74669,,,0.158315,,,,,,,,,,,
2.74946,,0.166274,,,,,,,,,,,,
2.74958,,,,,0.133355,,,,,,,,,
2.75304,,,0.159821,,,,,,,,,,,
2.75776,,,,,,,,,,,,0.0365734,,
2.75992,,,,,,,,,,,0.0587003,,,
2.76077,,,,,,,,0.100472,,,,,,
2.76125,,,,,,,,0.103052,,,,,,
2.76142,,0.179617,,,,,,,,,,,,
2.77096,,,,,,,,,,0.0811426,,,,
2.77539,,,,,,0.12099,,,,,,,,
2.78705,,,,,,,,,0.0887458,,,,,
2.78719,,,,,,,,0.105106,,,,,,
2.78799,0.188585,,,,,,,,,,,,,
2.78863,,0.176546,,,,,,,,,,,,
2.79226,,,,,,,0.107584,,,,,,,
2.79809,,,0.161627,,,,,,,,,,,
2.7988,,,0.154916,,,,,,,,,,,
2.80039,,,,,,,0.109873,,,,,,,
2.80708,,,,,,,,,0.0937165,,,,,
2.80713,,,,,,,,,,0.0773343,,,,
2.81255,,,0.156177,,,,,,,,,,,
2.82061,,,,,,,0.105671,,,,,,,
2.82356,,,,,0.131796,,,,,,,,,
2.82521,,,,,,,,,,0.0816191,,,,
2.82555,,,,,,,0.107371,,,,,,,
2.83314,,,0.156171,,,,,,,,,,,
2.83398,,0.170143,,,,,,,,,,,,
2.83436,,,,,,,0.113304,,,,,,,
2.84488,,,,,,,,,,,0.0583484,,,
2.84607,,,,,,,,,,,0.0569655,,,
2.84903,,,0.158136,,,,,,,,,,,
2.85559,,0.174898,,,,,,,,,,,,
2.85949,,,,,,,,,0.0957742,,,,,
2.86473,,,,,,,0.112578,,,,,,,
2.87097,,,,,,,,,,,0.0647245,,,
2.87182,,,,,,,,,,,0.0538764,,,
2.87339,,,,,,,,,0.0950402,,,,,
2.87378,,,,,,,0.112088,,,,,,,
2.87594,,,,,,,,,0.0850169,,,,,
2.88598,,0.165136,,,,,,,,,,,,
2.88818,,,,,,0.117576,,,,,,,,
2.88824,,,,,,,0.105769,,,,,,,
2.89601,,,,0.144315,,,,,,,,,,
2.89643,,,,0.142602,,,,,,,,,,
2.89726,,,,,,,,,,,,0.0225228,,
2.89931,,,,,0.136632,,,,,,,,,
2.89995,,,,,0.133806,,,,,,,,,
2.90225,,,,,,,,,,0.0826182,,,,
2.90595,,,0.161595,,,,,,,,,,,
2.9098,,,,,,,0.106629,,,,,,,
2.91147,,,,,0.127462,,,,,,,,,
2.91367,,,,,,0.118806,,,,,,,,
2.91487,,,,,,0.118015,,,,,,,,
2.91807,0.192267,,,,,,,,,,,,,
2.92052,,,,,,,,,0.0943973,,,,,
2.93365,,0.178678,,,,,,,,,,,,
2.93801,0.201335,,,,,,,,,,,,,
2.93834,,,,,0.129776,,,,,,,,,
2.94201,,,,,,0.12141,,,,,,,,
2.94604,,,,0.146032,,,,,,,,,,
2.94635,,,,,,,,,,0.0745615,,,,
2.94781,,,,,,0.122862,,,,,,,,
2.94989,,,,0.138933,,,,,,,,,,
2.9607,,,,,,,,,,,0.0534161,,,
2.96154,,,,,,0.12293,,,,,,,,
2.96461,,,,,,,,,0.0947298,,,,,
2.96704,,,,,,,,,,0.0790896,,,,
2.9676,,,,,,,0.106763,,,,,,,
2.97786,,,,0.143164,,,,,,,,,,
2.98256,,0.164992,,,,,,,,,,,,
2.98558,,,,,,,0.107143,,,,,,,
2.98615,0.217917,,,,,,,,,,,,,
2.98775,,,,,,,,,,,0.0651069,,,
2.98983,,,,,,,,,,,0.0571788,,,
2.99401,,,,,,,,,,,0.0571217,,,
2.99691,,,,0.13903,,,,,,,,,,
2.99847,,,0.156633,,,,,,,,,,,
3.00403,,,,,0.129434,,,,,,,,,
3.00513,,,,,,,0.106172,,,,,,,
3.0056,,,,0.148959,,,,,,,,,,
3.01017,0.19068,,,,,,,,,,,,,
3.01175,,,0.155126,,,,,,,,,,,
3.01282,,,,0.147415,,,,,,,,,,
3.01685,,,0.160867,,,,,,,,,,,
3.02161,,,,,0.127797,,,,,,,,,
3.02181,,,,,,,,,,,0.0650063,,,
3.03227,,,,,,,,,,,,0.0489041,,
3.03725,,,,,,,0.110499,,,,,,,
3.0396,,,,,,,,,,,,0.0385484,,
3.04055,,,0.150632,,,,,,,,,,,
3.04398,0.183664,,,,,,,,,,,,,
3.04584,,,,,,,,,,0.0831419,,,,
