Wavenumber,t00.0h,t00.2h,t00.5h,t01.0h,t02.0h,t04.0h,t06.0h,t09.0h,t12.0h,t18.0h,t24.0h,t36.0h,t48.0h,t72.0h
1774.62,0.066313,0.0637763,0.0654631,0.0560049,0.0659724,0.0557984,0.0642513,0.0676757,0.0679003,0.0616312,0.0620118,0.0698585,0.0655367,0.0668847
1775,0.0623546,0.0603402,0.0656256,0.0581448,0.0595878,0.0628298,0.0670436,0.0641914,0.0647417,0.0599667,0.0661789,0.0705031,0.0655421,0.0679681
1775.38,0.0644722,0.0619561,0.0585226,0.0640125,0.0646771,0.0586579,0.0657275,0.0642101,0.0696896,0.0612366,0.0609321,0.0663228,0.0641106,0.0641776
1775.75,0.0660782,0.0601804,0.0647965,0.0671288,0.0684224,0.0708788,0.0712472,0.0670794,0.0596481,0.0687643,0.0600963,0.0663746,0.0614132,0.0627328
1776.12,0.0603452,0.0655547,0.0678995,0.065573,0.0662885,0.068565,0.0689183,0.0647174,0.0660293,0.0736203,0.0633532,0.0608877,0.0659348,0.0630486
1776.5,0.0683795,0.0655363,0.0604728,0.0678237,0.0676557,0.0669122,0.0646857,0.0640622,0.0678268,0.0604122,0.0677085,0.0624946,0.0557755,0.0614702
1776.88,0.0653433,0.0682474,0.0687392,0.0674405,0.0642878,0.0615574,0.0604428,0.0691921,0.059431,0.0643427,0.0662583,0.0610533,0.0728334,0.0590414
1777.25,0.0629847,0.0656167,0.0696611,0.0655759,0.0584581,0.0657673,0.0668504,0.0736408,0.0648982,0.0715858,0.063734,0.0674516,0.0658913,0.0728434
1777.62,0.0635084,0.0647675,0.0604952,0.0669625,0.0697346,0.0628501,0.0681148,0.0650142,0.0681721,0.0643874,0.0658054,0.0720294,0.0660385,0.0718112
1778,0.0661599,0.0649184,0.0628809,0.0673139,0.0652469,0.0664198,0.0654965,0.0665302,0.0667563,0.0697346,0.0633817,0.067614,0.0591208,0.065617
1778.38,0.0668682,0.0602715,0.0655419,0.0636755,0.0641361,0.0681316,0.0672281,0.0609661,0.0654595,0.0601558,0.0665219,0.065436,0.0727019,0.0663664
1778.75,0.062665,0.0637817,0.0584797,0.0680117,0.0671937,0.0763122,0.0638301,0.062825,0.0688545,0.0687561,0.0679821,0.0641325,0.0666019,0.0693274
1779.12,0.062241,0.0708535,0.0694716,0.0697662,0.0621706,0.0603737,0.0639415,0.0640643,0.0673784,0.0607078,0.0623338,0.0684735,0.066087,0.0671662
1779.5,0.0655602,0.0667566,0.0637686,0.0650302,0.0678649,0.0634786,0.0687488,0.0696446,0.0709584,0.0621079,0.0694568,0.0655106,0.0619966,0.0622657
1779.88,0.0630934,0.0672825,0.0601189,0.0678574,0.062407,0.0580619,0.0659616,0.0649478,0.0591975,0.0631479,0.0603135,0.0709184,0.0606655,0.0646848
1780.25,0.062812,0.0637451,0.0659134,0.0677461,0.0647186,0.065747,0.063894,0.0671891,0.0634479,0.0620152,0.0623612,0.0660694,0.0653221,0.069688
1780.62,0.0672454,0.0685904,0.0740641,0.0666056,0.0732128,0.0650172,0.0677873,0.0647211,0.0667453,0.0702848,0.061296,0.0627415,0.0674945,0.0653614
1781,0.065748,0.0695132,0.0650066,0.0619886,0.0690944,0.068277,0.0685112,0.0613608,0.0627361,0.0649279,0.0568953,0.0631172,0.0681512,0.064172
1781.38,0.066436,0.0596573,0.0671861,0.0657394,0.0665127,0.0668704,0.0666832,0.0605866,0.0682183,0.0655995,0.0631198,0.0716233,0.0678949,0.0625206
1781.75,0.0662295,0.0646146,0.0637179,0.0688589,0.0660442,0.0686882,0.0639881,0.066818,0.0681074,0.0681696,0.0608626,0.0709957,0.0641208,0.0633218
1782.12,0.0635529,0.0679328,0.060832,0.0648941,0.0684322,0.0653937,0.0594904,0.0669287,0.0663899,0.0637436,0.0688612,0.0611692,0.0587421,0.0682695
1782.5,0.0691137,0.0672287,0.0681781,0.0638044,0.0652934,0.0645145,0.0709753,0.0699637,0.0707785,0.0658315,0.0653108,0.0678843,0.0640776,0.0672206
1782.88,0.0740886,0.0687301,0.0642011,0.05717,0.0683359,0.064145,0.0734521,0.0698579,0.0653472,0.0713694,0.0690422,0.06266,0.0658363,0.0638283
1783.25,0.0634791,0.0645318,0.0744933,0.0668078,0.0688164,0.063162,0.0576809,0.0629786,0.0652261,0.0609488,0.0626371,0.0680177,0.0733986,0.0665842
1783.62,0.0685889,0.0700362,0.0696845,0.0680908,0.0620598,0.0666527,0.0681361,0.0676116,0.0709711,0.0675218,0.0713096,0.0660867,0.0661992,0.0654365
1784,0.0681622,0.0680902,0.0707328,0.0692064,0.0660651,0.0626974,0.0710208,0.0631299,0.0629824,0.0647445,0.0662469,0.0596374,0.0640199,0.0693571
1784.38,0.0626146,0.0633703,0.0638546,0.0668295,0.0669768,0.0672274,0.0608311,0.0645531,0.0647633,0.0657296,0.0619831,0.0614254,0.0627533,0.0669897
1784.75,0.0664983,0.0616786,0.0671882,0.0682749,0.0602178,0.0693703,0.0699592,0.0676795,0.0596773,0.0639013,0.0679313,0.0714678,0.0643386,0.0674161
1785.12,0.0632093,0.065906,0.0655546,0.0697663,0.0672195,0.0677396,0.0665075,0.0649434,0.0660383,0.0627296,0.0678475,0.0639611,0.0650496,0.0652615
1785.5,0.0698374,0.0604816,0.0721516,0.0625243,0.0685629,0.0638239,0.0632483,0.0722668,0.0618569,0.0646749,0.0699111,0.0659198,0.0707082,0.0688463
1785.88,0.0679565,0.0658136,0.0677104,0.0636348,0.0642652,0.0718184,0.0613802,0.0699136,0.070927,0.0686396,0.0659228,0.0713197,0.0711422,0.059738
1786.25,0.0638451,0.0630902,0.068186,0.0660549,0.0647807,0.0643996,0.0731811,0.068563,0.067598,0.0752551,0.0641484,0.0690272,0.063893,0.07079
1786.62,0.0698864,0.065023,0.0593416,0.0686691,0.0631661,0.0694096,0.066708,0.0663998,0.0642204,0.0653366,0.071988,0.0611642,0.0668141,0.0662198
1787,0.0624733,0.0658858,0.0704846,0.0675914,0.0645076,0.0745025,0.0691247,0.0651567,0.0712902,0.0676488,0.0683496,0.065941,0.0711968,0.0680709
1787.38,0.0664629,0.0671755,0.0632802,0.0687523,0.0645597,0.0695277,0.0642973,0.0654085,0.0663736,0.0673677,0.0650707,0.0664526,0.0687786,0.0689066
1787.75,0.0714311,0.0707214,0.0728624,0.0690414,0.0667824,0.0623046,0.0626277,0.0674215,0.0699127,0.0653603,0.0668745,0.0691381,0.0729599,0.0617501
1788.12,0.0692682,0.0739539,0.0662876,0.0698094,0.0676312,0.0676436,0.0702716,0.0696102,0.0700321,0.068499,0.0698258,0.0656247,0.0687539,0.0710059
1788.5,0.0591254,0.0648036,0.0705615,0.0635893,0.0666006,0.060151,0.0678896,0.0698253,0.0643223,0.068327,0.0734466,0.0701922,0.0680781,0.0682005
1788.88,0.0721107,0.0647318,0.0705181,0.0704211,0.0705436,0.0710947,0.0687228,0.0683546,0.068783,0.0738285,0.0711595,0.0657194,0.0644934,0.0643212
1789.25,0.0739067,0.058632,0.0691962,0.0690286,0.0676305,0.0687702,0.07003,0.0714327,0.0700894,0.0671511,0.0729884,0.0674073,0.067478,0.0622208
1789.62,0.0681039,0.069253,0.0677224,0.0733354,0.0666309,0.0643841,0.0754814,0.0696422,0.0668786,0.076589,0.0670293,0.0726674,0.0689206,0.0698736
1790,0.073582,0.0652889,0.0662759,0.0680896,0.0617834,0.0696165,0.067233,0.0674434,0.0686003,0.0668677,0.0625959,0.0701053,0.0713065,0.0675827
